,revision_id,article_quality_est,article_name,country,geographic region,population,_merge
9504,787105083.0,Start,Lionel Cripps,Rhodesian,,,left_only
9505,787147677.0,Start,A. R. Colquhoun,Rhodesian,,,left_only
9506,787854502.0,Stub,John McChlery,Rhodesian,,,left_only
9507,789545107.0,Stub,Jeremiah Chirau,Rhodesian,,,left_only
9508,789689591.0,C,Winston Field,Rhodesian,,,left_only
9509,790010191.0,Start,Howard Unwin Moffat,Rhodesian,,,left_only
9510,794528943.0,Start,Ken Flower,Rhodesian,,,left_only
9511,795348776.0,Stub,Andrew Skeen (Rhodesia),Rhodesian,,,left_only
9512,795369277.0,FA,Hugh Beadle,Rhodesian,,,left_only
9513,795483112.0,Start,Hugh Marshall Hole,Rhodesian,,,left_only
9514,797314307.0,FA,Roy Welensky,Rhodesian,,,left_only
9515,797407618.0,C,Abel Muzorewa,Rhodesian,,,left_only
9516,797546082.0,Start,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,,,left_only
9517,798384751.0,Stub,Jack Howman,Rhodesian,,,left_only
9518,798492985.0,Start,Ethel Tawse Jollie,Rhodesian,,,left_only
9519,799332728.0,Start,Alan David Butler,Rhodesian,,,left_only
9520,799548505.0,Start,Jack William Pithey,Rhodesian,,,left_only
9521,799548556.0,C,President of Rhodesia,Rhodesian,,,left_only
9522,799608339.0,C,Denis Walker,Rhodesian,,,left_only
9523,800407772.0,Stub,James Cowden,Rhodesian,,,left_only
9524,800416336.0,C,Herbert Chitepo,Rhodesian,,,left_only
9525,800479460.0,Start,Thomas Nangle,Rhodesian,,,left_only
9526,800986051.0,C,Timothy Stamps,Rhodesian,,,left_only
9527,801716406.0,Start,Sam Levy,Rhodesian,,,left_only
9528,801718040.0,C,Humphrey Gibbs,Rhodesian,,,left_only
9529,801795215.0,FA,P. K. van der Byl,Rhodesian,,,left_only
9530,801876681.0,C,Clifford Dupont,Rhodesian,,,left_only
9531,802151785.0,GA,Lance Smith (politician),Rhodesian,,,left_only
9532,802930161.0,B,Desmond Lardner-Burke,Rhodesian,,,left_only
9533,803620246.0,C,John Bredenkamp,Rhodesian,,,left_only
9534,804040348.0,Start,Frank Rhodes (British Army officer),Rhodesian,,,left_only
9535,804101492.0,FA,Ernest Lucas Guest,Rhodesian,,,left_only
9536,804650400.0,Start,Godfrey Chidyausiku,Rhodesian,,,left_only
9537,804743937.0,GA,Richard Hope Hall,Rhodesian,,,left_only
9538,804806363.0,Start,Crosaire,Rhodesian,,,left_only
9539,804877226.0,Start,Gaston Thornicroft,Rhodesian,,,left_only
9540,805372073.0,C,"James Graham, 7th Duke of Montrose",Rhodesian,,,left_only
9541,805960143.0,C,Ahrn Palley,Rhodesian,,,left_only
9542,806153816.0,GA,Allan Savory,Rhodesian,,,left_only
9543,806532780.0,FA,Ian Smith,Rhodesian,,,left_only
9544,807097467.0,C,Garfield Todd,Rhodesian,,,left_only
9545,807159903.0,C,Douglas Hamilton Ritchie,Rhodesian,,,left_only
9546,807160082.0,C,Godfrey Huggins,Rhodesian,,,left_only
9547,807283218.0,C,George Hackwill,Rhodesian,,,left_only
9548,807425613.0,Start,Henry Everard,Rhodesian,,,left_only
9549,807425747.0,C,John Wrathall,Rhodesian,,,left_only
10344,592289232.0,Stub,Mavua Mudima,"Congo, Dem. Rep. of",,,left_only
10345,663088604.0,Stub,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",,,left_only
10346,705390654.0,Stub,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",,,left_only
10347,705707214.0,Stub,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",,,left_only
10348,705723187.0,Stub,Ntumba Luaba,"Congo, Dem. Rep. of",,,left_only
10349,705723441.0,Stub,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",,,left_only
10350,708009445.0,Start,André-Philippe Futa,"Congo, Dem. Rep. of",,,left_only
10351,708358969.0,Stub,Gérard Gifuza,"Congo, Dem. Rep. of",,,left_only
10352,708359204.0,Stub,Koloso Sumaili,"Congo, Dem. Rep. of",,,left_only
10353,713195149.0,Stub,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",,,left_only
10354,713198718.0,Stub,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",,,left_only
10355,713583472.0,Stub,Kisula Ngoy,"Congo, Dem. Rep. of",,,left_only
10356,714150941.0,Stub,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",,,left_only
10357,714220527.0,Start,Denis Kalume Numbi,"Congo, Dem. Rep. of",,,left_only
10358,718961623.0,Stub,Delphin Kyubwa,"Congo, Dem. Rep. of",,,left_only
10359,720858135.0,Start,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",,,left_only
10360,721206007.0,Stub,José Endundo Bononge,"Congo, Dem. Rep. of",,,left_only
10361,723913158.0,Stub,Richard Muyej Mangez,"Congo, Dem. Rep. of",,,left_only
10362,725141090.0,Stub,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",,,left_only
10363,733051797.0,Stub,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",,,left_only
10364,737533634.0,Stub,François Nicéphore Kakese,"Congo, Dem. Rep. of",,,left_only
10365,742707920.0,Stub,Raymond Ramazani Baya,"Congo, Dem. Rep. of",,,left_only
10366,743061455.0,Stub,Mulumba Lukoji,"Congo, Dem. Rep. of",,,left_only
10367,749397818.0,Stub,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",,,left_only
10368,749419078.0,Start,Oscar Kashala,"Congo, Dem. Rep. of",,,left_only
10369,750725157.0,Stub,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",,,left_only
10370,751152656.0,C,Christian Malanga,"Congo, Dem. Rep. of",,,left_only
10371,751361476.0,Stub,Faustin Birindwa,"Congo, Dem. Rep. of",,,left_only
10372,753704394.0,Stub,Chikez Diemu,"Congo, Dem. Rep. of",,,left_only
10373,754344309.0,Start,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",,,left_only
10374,756510063.0,Stub,Edouard Kiove Kola,"Congo, Dem. Rep. of",,,left_only
10375,757821887.0,Stub,Daniel Mukoko Samba,"Congo, Dem. Rep. of",,,left_only
10376,763323939.0,Stub,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",,,left_only
10377,763943185.0,Stub,Germain Kambinga,"Congo, Dem. Rep. of",,,left_only
10378,764771546.0,Stub,Richard Ndambu Wolang,"Congo, Dem. Rep. of",,,left_only
10379,764771615.0,C,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",,,left_only
10380,764771652.0,Stub,José Makila Sumanda,"Congo, Dem. Rep. of",,,left_only
10381,764771697.0,Stub,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",,,left_only
10382,764791046.0,Stub,Charles Mwando Simba,"Congo, Dem. Rep. of",,,left_only
10383,765570258.0,Start,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",,,left_only
10384,765799138.0,Stub,Mabi Mulumba,"Congo, Dem. Rep. of",,,left_only
10385,765799213.0,Stub,N'Singa Udjuu,"Congo, Dem. Rep. of",,,left_only
10386,765834828.0,Stub,Sultani Makenga,"Congo, Dem. Rep. of",,,left_only
10387,765871730.0,Stub,Josué Alex Mukendi,"Congo, Dem. Rep. of",,,left_only
10388,765923988.0,Start,Raymond Tshibanda,"Congo, Dem. Rep. of",,,left_only
10389,765924619.0,Start,Banza Mukalay,"Congo, Dem. Rep. of",,,left_only
10390,765925554.0,Stub,Évariste Boshab,"Congo, Dem. Rep. of",,,left_only
10391,766647953.0,Stub,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",,,left_only
10392,768228272.0,Stub,Jean Andeka,"Congo, Dem. Rep. of",,,left_only
10393,768670214.0,C,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",,,left_only
10394,772045942.0,Stub,Aimé Boji,"Congo, Dem. Rep. of",,,left_only
10395,772317052.0,Start,Léonard Mulamba,"Congo, Dem. Rep. of",,,left_only
10396,772818039.0,C,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",,,left_only
10397,774263410.0,Start,Kasongo Ilunga,"Congo, Dem. Rep. of",,,left_only
10398,774679596.0,Start,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",,,left_only
10399,776372644.0,Stub,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",,,left_only
10400,780035740.0,Stub,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",,,left_only
10401,780757242.0,Start,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",,,left_only
10402,782350026.0,Start,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",,,left_only
10403,782618365.0,Start,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",,,left_only
10404,782825984.0,Start,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",,,left_only
10405,783354232.0,Stub,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",,,left_only
10406,784182810.0,Start,Emile Mota,"Congo, Dem. Rep. of",,,left_only
10407,786579616.0,Stub,Lambert Mende Omalanga,"Congo, Dem. Rep. of",,,left_only
10408,786751925.0,Start,Justine Kasa-Vubu,"Congo, Dem. Rep. of",,,left_only
10409,786874201.0,C,Cléophas Kamitatu,"Congo, Dem. Rep. of",,,left_only
10410,787378464.0,Start,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",,,left_only
10411,787602247.0,Stub,Adam Bombolé,"Congo, Dem. Rep. of",,,left_only
10412,787715913.0,Stub,Adolphe Lumanu,"Congo, Dem. Rep. of",,,left_only
10413,787716080.0,Start,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",,,left_only
10414,787797355.0,Start,Justin Marie Bomboko,"Congo, Dem. Rep. of",,,left_only
10415,787978838.0,Stub,Christian Atoki Ileka,"Congo, Dem. Rep. of",,,left_only
10416,788024194.0,C,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",,,left_only
10417,788054013.0,Stub,Ferdinand Essandja,"Congo, Dem. Rep. of",,,left_only
10418,788465848.0,Start,Martin Kabwelulu,"Congo, Dem. Rep. of",,,left_only
10419,789437538.0,Start,Antipas Mbusa,"Congo, Dem. Rep. of",,,left_only
10420,789487250.0,Start,Laurent Mbariko,"Congo, Dem. Rep. of",,,left_only
10421,789898887.0,Start,Union of Congolese Patriots,"Congo, Dem. Rep. of",,,left_only
10422,790305725.0,Start,Azarias Ruberwa,"Congo, Dem. Rep. of",,,left_only
10423,790586686.0,Start,Banyingela Kasonga,"Congo, Dem. Rep. of",,,left_only
10424,790738130.0,Stub,Anicet Kashamura,"Congo, Dem. Rep. of",,,left_only
10425,790942655.0,Start,Sophie Kanza,"Congo, Dem. Rep. of",,,left_only
10426,791074307.0,Stub,Bertrand Bisimwa,"Congo, Dem. Rep. of",,,left_only
10427,792037043.0,Start,Charles Kisolokele,"Congo, Dem. Rep. of",,,left_only
10428,793411567.0,Start,Antoine Ghonda,"Congo, Dem. Rep. of",,,left_only
10429,794072384.0,Start,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",,,left_only
10430,794134715.0,Start,Paul Bolya,"Congo, Dem. Rep. of",,,left_only
10431,796099032.0,C,Freddy Matungulu,"Congo, Dem. Rep. of",,,left_only
10432,797348410.0,C,Emmanuel Dungia,"Congo, Dem. Rep. of",,,left_only
10433,797435100.0,Stub,Munga Mibindo,"Congo, Dem. Rep. of",,,left_only
10434,797446004.0,Start,Eric Lenge,"Congo, Dem. Rep. of",,,left_only
10435,798185563.0,Stub,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",,,left_only
10436,798455633.0,GA,Joseph Kabila,"Congo, Dem. Rep. of",,,left_only
10437,798489264.0,Stub,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",,,left_only
10438,798859637.0,Stub,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",,,left_only
10439,798948484.0,C,Medard Mulangala,"Congo, Dem. Rep. of",,,left_only
10440,799044574.0,Stub,Mpinga Kasenda,"Congo, Dem. Rep. of",,,left_only
10441,799328311.0,Start,Fernand Kazadi,"Congo, Dem. Rep. of",,,left_only
10442,799328685.0,Stub,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",,,left_only
10443,799331221.0,Start,Odette Babandoa Etoa,"Congo, Dem. Rep. of",,,left_only
10444,799533831.0,Start,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",,,left_only
10445,799913697.0,Start,Ekila Liyonda,"Congo, Dem. Rep. of",,,left_only
10446,799930121.0,Start,Augustin Matata Ponyo,"Congo, Dem. Rep. of",,,left_only
10447,800087105.0,Stub,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",,,left_only
10448,800298783.0,C,Laurent Nkunda,"Congo, Dem. Rep. of",,,left_only
10449,800537411.0,Start,Christophe Gbenye,"Congo, Dem. Rep. of",,,left_only
10450,801107444.0,Start,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",,,left_only
10451,801110165.0,C,Moïse Tshombe,"Congo, Dem. Rep. of",,,left_only
10452,801112469.0,Start,Godefroid Munongo,"Congo, Dem. Rep. of",,,left_only
10453,801348128.0,GA,Thomas Kanza,"Congo, Dem. Rep. of",,,left_only
10454,801770255.0,Start,Joseph Okito,"Congo, Dem. Rep. of",,,left_only
10455,801936063.0,C,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",,,left_only
10456,801968131.0,Start,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",,,left_only
10457,802154801.0,C,Alphonse Songolo,"Congo, Dem. Rep. of",,,left_only
10458,802197658.0,Start,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",,,left_only
10459,802411491.0,Start,Jules Mutebusi,"Congo, Dem. Rep. of",,,left_only
10460,803335436.0,C,Pierre Mulele,"Congo, Dem. Rep. of",,,left_only
10461,803421580.0,C,Kasongo Munganga,"Congo, Dem. Rep. of",,,left_only
10462,804197745.0,GA,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",,,left_only
10463,804359582.0,GA,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",,,left_only
10464,804587534.0,GA,Tabu Ley Rochereau,"Congo, Dem. Rep. of",,,left_only
10465,804709167.0,Stub,Leonard Mashako Mamba,"Congo, Dem. Rep. of",,,left_only
10466,804943836.0,C,Franck Mwe di Malila,"Congo, Dem. Rep. of",,,left_only
10467,805038023.0,B,Mobutu Sese Seko,"Congo, Dem. Rep. of",,,left_only
10468,805086693.0,C,Maurice Mpolo,"Congo, Dem. Rep. of",,,left_only
10469,805279692.0,Start,Georges Minsay Booka,"Congo, Dem. Rep. of",,,left_only
10470,805368981.0,GA,Germain Katanga,"Congo, Dem. Rep. of",,,left_only
10471,805523382.0,Start,Daniel Kanza,"Congo, Dem. Rep. of",,,left_only
10472,805835265.0,C,Gilbert Pongo,"Congo, Dem. Rep. of",,,left_only
10473,805923394.0,C,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",,,left_only
10474,806071312.0,Stub,Prospère Mushobekwa,"Congo, Dem. Rep. of",,,left_only
10475,806189185.0,Start,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",,,left_only
10476,806189633.0,C,Julien Paluku Kahongya,"Congo, Dem. Rep. of",,,left_only
10477,806372703.0,Stub,List of mayors of Goma,"Congo, Dem. Rep. of",,,left_only
10478,806383479.0,Start,Victor Nendaka Bika,"Congo, Dem. Rep. of",,,left_only
10479,806524828.0,Start,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",,,left_only
10480,806545614.0,Start,André Lubaya,"Congo, Dem. Rep. of",,,left_only
10481,806947596.0,C,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",,,left_only
10482,807193274.0,GA,Jean-Pierre Bemba,"Congo, Dem. Rep. of",,,left_only
10483,807243537.0,C,Jason Sendwe,"Congo, Dem. Rep. of",,,left_only
10484,807258156.0,Stub,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",,,left_only
10485,807273861.0,FA,Patrice Lumumba,"Congo, Dem. Rep. of",,,left_only
16366,638566016.0,Start,"List of members of the parliament of East Timor, 2001–07",East Timorese,,,left_only
16367,699698855.0,Stub,José Abel,East Timorese,,,left_only
16368,712249441.0,Start,Rogerio Lobato,East Timorese,,,left_only
16369,720011934.0,Stub,Manuel Magalhaes de Oliveira,East Timorese,,,left_only
16370,737687072.0,Start,João Viegas Carrascalão,East Timorese,,,left_only
16371,753061850.0,Stub,Manuel Carrascalão,East Timorese,,,left_only
16372,755908563.0,Stub,Adalgisa Magno Guterres,East Timorese,,,left_only
16373,755908564.0,Start,María do Céu,East Timorese,,,left_only
16374,757539934.0,Stub,Ana Pessoa Pinto,East Timorese,,,left_only
16375,760534473.0,Stub,Rosa Bonaparte,East Timorese,,,left_only
16376,765600414.0,Stub,Fernanda Borges,East Timorese,,,left_only
16377,772890380.0,Stub,Nicolau dos Reis Lobato,East Timorese,,,left_only
16378,779579546.0,Stub,Adalgisa Ximenes,East Timorese,,,left_only
16379,788017619.0,Start,Milena Pires,East Timorese,,,left_only
16380,788450147.0,Stub,Alfredo Pires,East Timorese,,,left_only
16381,793270640.0,B,Mário Viegas Carrascalão,East Timorese,,,left_only
16382,793454583.0,Start,José Abílio Osório Soares,East Timorese,,,left_only
16383,796722416.0,Stub,Roque Rodrigues,East Timorese,,,left_only
16384,796886084.0,Stub,Avelino Coelho da Silva,East Timorese,,,left_only
16385,797040695.0,Stub,Manuel Tilman,East Timorese,,,left_only
16386,797279277.0,C,Isabel da Costa Ferreira,East Timorese,,,left_only
16387,797438594.0,C,Emília Pires,East Timorese,,,left_only
16388,798242613.0,C,Xanana Gusmão,East Timorese,,,left_only
16389,798334210.0,Start,José Luís Guterres,East Timorese,,,left_only
16390,798969127.0,Stub,Arsénio Bano,East Timorese,,,left_only
16391,799059687.0,Stub,Nino Konis Santana,East Timorese,,,left_only
16392,799570306.0,Start,President of East Timor,East Timorese,,,left_only
16393,802072802.0,C,Estanislau da Silva,East Timorese,,,left_only
16394,802765398.0,C,José Ramos-Horta,East Timorese,,,left_only
16395,803043434.0,C,Fernando de Araújo (East Timorese politician),East Timorese,,,left_only
16396,803615826.0,C,Taur Matan Ruak,East Timorese,,,left_only
16397,803664269.0,Start,Lúcia Lobato,East Timorese,,,left_only
16398,803969836.0,C,Francisco Xavier do Amaral,East Timorese,,,left_only
16399,804966906.0,Start,Vicente Guterres,East Timorese,,,left_only
16400,805183458.0,Start,Rui Maria de Araújo,East Timorese,,,left_only
16401,806140876.0,Start,Francisco Guterres,East Timorese,,,left_only
18816,643932216.0,Start,"List of members of the Løgting, 1974–78",Faroese,,,left_only
18817,643932220.0,Start,"List of members of the Løgting, 1978–80",Faroese,,,left_only
18818,643932225.0,Start,"List of members of the Løgting, 1980–84",Faroese,,,left_only
18819,643932226.0,Start,"List of members of the Løgting, 1984–88",Faroese,,,left_only
18820,643932239.0,Start,"List of members of the Løgting, 1990–94",Faroese,,,left_only
18821,643932242.0,Start,"List of members of the Løgting, 1994–98",Faroese,,,left_only
18822,698865505.0,Start,"List of members of the Løgting, 1998–2002",Faroese,,,left_only
18823,700400143.0,Stub,Tórbjørn Poulsen,Faroese,,,left_only
18824,701771698.0,Start,Demmus Hentze,Faroese,,,left_only
18825,714088539.0,Start,Andrias Christian Evensen,Faroese,,,left_only
18826,715330944.0,Stub,Hákun Djurhuus,Faroese,,,left_only
18827,715490721.0,Stub,Jógvan Justinusson,Faroese,,,left_only
18828,716137698.0,Stub,Andrass Samuelsen,Faroese,,,left_only
18829,721938213.0,Stub,Álvur Kirke,Faroese,,,left_only
18830,722336332.0,Start,Rikard Long,Faroese,,,left_only
18831,722336979.0,Start,Sigurð Joensen,Faroese,,,left_only
18832,722590461.0,Start,Jógvan Poulsen (1854–1941),Faroese,,,left_only
18833,724674137.0,Start,Jacob Vestergaard,Faroese,,,left_only
18834,725030656.0,Stub,Johan Simonsen,Faroese,,,left_only
18835,725288194.0,Start,Kári P. Højgaard,Faroese,,,left_only
18836,729422866.0,C,Kristin Michelsen,Faroese,,,left_only
18837,734668075.0,Start,Lisbeth L. Petersen,Faroese,,,left_only
18838,735578210.0,Stub,Símun av Skarði,Faroese,,,left_only
18839,748477895.0,Start,Finnbogi Ísakson,Faroese,,,left_only
18840,750074079.0,Start,"List of members of the Løgting, 1988–90",Faroese,,,left_only
18841,750167873.0,Start,Brandur Sandoy,Faroese,,,left_only
18842,754952121.0,Start,"List of members of the Løgting, 2015–19",Faroese,,,left_only
18843,754952298.0,Start,"List of members of the Løgting, 2011–15",Faroese,,,left_only
18844,754952557.0,Start,"List of members of the Løgting, 2008–11",Faroese,,,left_only
18845,754952620.0,Start,"List of members of the Løgting, 2004–08",Faroese,,,left_only
18846,754952690.0,Start,"List of members of the Løgting, 2002–04",Faroese,,,left_only
18847,756602743.0,Start,Bárður á Steig Nielsen,Faroese,,,left_only
18848,756654638.0,Stub,Edmund Joensen,Faroese,,,left_only
18849,756654880.0,Stub,Jørgen Niclasen,Faroese,,,left_only
18850,765947137.0,Start,Jóannes Eidesgaard,Faroese,,,left_only
18851,765947416.0,Start,Jógvan á Lakjuni,Faroese,,,left_only
18852,773895078.0,Start,Anfinn Kallsberg,Faroese,,,left_only
18853,780361487.0,Start,Kaj Leo Johannesen,Faroese,,,left_only
18854,780543271.0,Start,Rigmor Dam,Faroese,,,left_only
18855,780543417.0,Start,Hanna Jensen,Faroese,,,left_only
18856,780543635.0,Start,Sonja Jógvansdóttir,Faroese,,,left_only
18857,780543692.0,Start,Karin Kjølbro,Faroese,,,left_only
18858,781915668.0,Start,Jóannes Patursson,Faroese,,,left_only
18859,784440060.0,Start,Erlendur Patursson,Faroese,,,left_only
18860,789029085.0,Stub,Niels Winther Poulsen,Faroese,,,left_only
18861,789306157.0,Start,Bjørt Samuelsen,Faroese,,,left_only
18862,789307497.0,Start,Jenis av Rana,Faroese,,,left_only
18863,789307569.0,Start,Heðin Mortensen,Faroese,,,left_only
18864,789307632.0,Start,Rasmus Effersøe,Faroese,,,left_only
18865,789308387.0,Start,Trygvi Samuelsen,Faroese,,,left_only
18866,789308554.0,Stub,Eilif Samuelsen,Faroese,,,left_only
18867,789310556.0,Start,Jógvan Skorheim,Faroese,,,left_only
18868,789708924.0,Start,Louis Zachariasen,Faroese,,,left_only
18869,792595685.0,Start,Annika Olsen,Faroese,,,left_only
18870,793276089.0,Start,Páll á Reynatúgvu,Faroese,,,left_only
18871,793277402.0,Start,Atli Dam,Faroese,,,left_only
18872,793353435.0,Start,Henrik Old,Faroese,,,left_only
18873,793394960.0,Start,Marita Petersen,Faroese,,,left_only
18874,796170338.0,Start,Pauli Ellefsen,Faroese,,,left_only
18875,796170437.0,C,Rasmus Rasmussen (writer),Faroese,,,left_only
18876,797450160.0,Stub,Peter Mohr Dam,Faroese,,,left_only
18877,797493287.0,Start,Knút Wang,Faroese,,,left_only
18878,797493405.0,C,Sjúrður Skaale,Faroese,,,left_only
18879,800723683.0,Start,Høgni Hoydal,Faroese,,,left_only
18880,801638146.0,Start,Kristina Háfoss,Faroese,,,left_only
18881,802476681.0,Start,Sirið Stenberg,Faroese,,,left_only
18882,802515495.0,Start,Eyðgunn Samuelsen,Faroese,,,left_only
18883,802925425.0,Stub,Edva Jacobsen,Faroese,,,left_only
18884,803145744.0,Start,Aksel V. Johannesen,Faroese,,,left_only
18885,803656387.0,Start,Djóni í Geil,Faroese,,,left_only
18886,804422035.0,Stub,Elsebeth Mercedis Gunnleygsdóttur,Faroese,,,left_only
18887,806011231.0,Start,Annita á Fríðriksmørk,Faroese,,,left_only
18888,806909915.0,Start,Katrin Kallsberg,Faroese,,,left_only
18889,807297374.0,Start,H. C .W. Tórgarð,Faroese,,,left_only
21181,647367482.0,Start,James Bisset (mayor),Cape Colony,,,left_only
21182,651250302.0,Stub,Augustus Joseph Tancred,Cape Colony,,,left_only
21183,653467222.0,Stub,Johan Conrad Silberbauer,Cape Colony,,,left_only
21184,666596918.0,Stub,James Cotterell Hoole,Cape Colony,,,left_only
21185,670210734.0,Start,Patrick Goold,Cape Colony,,,left_only
21186,676828191.0,B,Andries Botha,Cape Colony,,,left_only
21187,680205631.0,C,Charles William Hutton,Cape Colony,,,left_only
21188,693624260.0,Stub,John Blades Currey,Cape Colony,,,left_only
21189,715016315.0,C,Joseph Orpen,Cape Colony,,,left_only
21190,718462130.0,Stub,Klaas Afrikaner,Cape Colony,,,left_only
21191,723563811.0,B,Christian Groepe,Cape Colony,,,left_only
21192,724976433.0,Start,William Hume (Cape politician),Cape Colony,,,left_only
21193,731817397.0,C,James Sivewright,Cape Colony,,,left_only
21194,731908828.0,Start,William Downes Griffith,Cape Colony,,,left_only
21195,737348283.0,Start,John Sweet Distin,Cape Colony,,,left_only
21196,746923352.0,C,John Thomas Eustace,Cape Colony,,,left_only
21197,750299694.0,Start,Jeremias Ziervogel,Cape Colony,,,left_only
21198,757832561.0,Start,Henry Latham Currey,Cape Colony,,,left_only
21199,765333482.0,Stub,Henry Juta,Cape Colony,,,left_only
21200,767856232.0,C,Simeon Jacobs,Cape Colony,,,left_only
21201,771024710.0,Start,William Schreiner,Cape Colony,,,left_only
21202,775481498.0,Start,George Strahan,Cape Colony,,,left_only
21203,776725178.0,Start,John Bardwell Ebden,Cape Colony,,,left_only
21204,779046359.0,C,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,,,left_only
21205,783249147.0,C,Charles Abercrombie Smith,Cape Colony,,,left_only
21206,783250295.0,C,Charles Brownlee,Cape Colony,,,left_only
21207,784693349.0,Start,George Cathcart,Cape Colony,,,left_only
21208,784726341.0,Start,Henry Torrens,Cape Colony,,,left_only
21209,784765242.0,Start,Frederick Schermbrucker,Cape Colony,,,left_only
21210,784829553.0,Start,Richard Solomon (Attorney General),Cape Colony,,,left_only
21211,784862369.0,Start,Walter Hely-Hutchinson,Cape Colony,,,left_only
21212,785566972.0,C,Henry White (Cape Treasurer General),Cape Colony,,,left_only
21213,786142993.0,C,Jacobus Wilhelmus Sauer,Cape Colony,,,left_only
21214,786803200.0,Start,Charles Lennox Stretch,Cape Colony,,,left_only
21215,786916027.0,Start,John Tengo Jabavu,Cape Colony,,,left_only
21216,786972727.0,Start,Philip John Stigant,Cape Colony,,,left_only
21217,787552653.0,C,Henry Pottinger,Cape Colony,,,left_only
21218,788098639.0,C,Thomas Charles Scanlen,Cape Colony,,,left_only
21219,788361321.0,C,Saul Solomon,Cape Colony,,,left_only
21220,788717893.0,C,Thomas Upington,Cape Colony,,,left_only
21221,789120101.0,C,Andries Stockenström (judge),Cape Colony,,,left_only
21222,789258720.0,C,Robert Wynyard,Cape Colony,,,left_only
21223,789675927.0,C,"John de Villiers, 1st Baron de Villiers",Cape Colony,,,left_only
21224,792178662.0,C,Philip Edmond Wodehouse,Cape Colony,,,left_only
21225,793643575.0,Stub,Charles Aken Fairbridge,Cape Colony,,,left_only
21226,794193433.0,Start,William Howley Goodenough,Cape Colony,,,left_only
21227,794346758.0,Start,George Thomas Napier,Cape Colony,,,left_only
21228,794705198.0,C,William Butler (British Army officer),Cape Colony,,,left_only
21229,795625420.0,C,"Sir George Yonge, 5th Baronet",Cape Colony,,,left_only
21230,796352977.0,C,Christoffel Brand,Cape Colony,,,left_only
21231,796646347.0,C,Henry Barkly,Cape Colony,,,left_only
21232,797029963.0,Start,Lord Charles Somerset,Cape Colony,,,left_only
21233,797735815.0,C,Benjamin D'Urban,Cape Colony,,,left_only
21234,797978795.0,C,John Charles Molteno,Cape Colony,,,left_only
21235,798165649.0,C,"George Macartney, 1st Earl Macartney",Cape Colony,,,left_only
21236,798383131.0,C,William Porter (Attorney General),Cape Colony,,,left_only
